id,item_group_id,title,link,image_link,price,sale_price,availability,category,isactive,isdefault
5063056653021,JKSLIA68,Hawes & Curtis Tailored Fit Brown Plaid 1913 Suit Jacket,http://www.hawesandcurtis.com/brown-check-italian-flannel-wool-tailored-fit-suit-jacket-1913-collection-jkslia68-c01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKSLIA68-C01-202654-1400px-1820px.jpg,609.00 USD,139.00 USD,in stock,Formalwear,TRUE,TRUE
5063056821604,JKPRIS56,Hawes & Curtis Slim Fit Navy Herringbone Suit Jacket,http://www.hawesandcurtis.com/navy-herringbone-stripe-wool-double-breasted-slim-fit-suit-jacket-jkpris56-g01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRIS56-G01-211485-1400px-1820px.jpg,399.00 USD,,in stock,Formalwear,TRUE,TRUE
5059090332435,TRPLAA00,Hawes & Curtis Tailored Fit Grey Striped 1913 Morning Suit Pants With Side Adjusters,http://www.hawesandcurtis.com/grey-striped-italian-wool-morning-suit-pants-1913-collection-trplaa00-f01,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPLAA00-F01-214565-1400px-1820px.jpg,390.00 USD,300.00 USD,in stock,Formalwear,TRUE,TRUE
JKPRCS72-B58V,JKPRCS722P,Hawes & Curtis Slim Fit Mid Blue Sharkskin Suit,http://www.hawesandcurtis.com/mens-mid-blue-sharkskin-slim-fit-suit-jkprcs722p-b58v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRCS722P-B58V-203975-1400px-1820px.jpg,699.00 USD,,in stock,Formalwear,TRUE,TRUE
JKPRCS722P-B58VV,JKPRCS723P,Hawes & Curtis Slim Fit Mid Blue Sharkskin Suit,http://www.hawesandcurtis.com/mens-mid-blue-sharkskin-slim-fit-3-piece-suit-jkprcs723p-b58v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRCS723P-B58V-203986-1400px-1820px.jpg,909.00 USD,,in stock,Formalwear,TRUE,TRUE
5063755168659,JKPRLD13,Hawes & Curtis Relaxed Blue Twill Linen Blazer,http://www.hawesandcurtis.com/blue-linen-blazer-jkprld13-b01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRLD13-B01-216500-1400px-1820px.jpg,309.00 USD,229.00 USD,in stock,Formalwear,TRUE,TRUE
TRPLAA18-G01V,TRPLAA18,Hawes & Curtis Tailored Fit Navy Birdseye 1913 Suit,http://www.hawesandcurtis.com/tailored-fit-navy-birdseye-1913-suit1-jkplaa183p-g01v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPLAA183P-G01V-216969-1400px-1820px.jpg,1219.00 USD,,in stock,Formalwear,TRUE,TRUE
JKPVJT36-G01V,JKPVJT362P,Hawes & Curtis Tailored Fit Navy 1913 Suit,http://www.hawesandcurtis.com/tailored-fit-navy-1913-suit-jkpvjt362p-g01v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPVJT362P-G01V-215644-1400px-1820px.jpg,929.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056472172,TRCLGA87,Hawes & Curtis Tailored Fit Navy Plaid 1913 Suit Pants,http://www.hawesandcurtis.com/navy-check-tailored-suit-trousers-1913-collection-trclga87-g01,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRCLGA87-G01-213517-1400px-1820px.jpg,390.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056900231,JKSRAA72,Hawes & Curtis Tailored Fit Dark Blue Pinstripe Suit Jacket,http://www.hawesandcurtis.com/dark-blue-pinstripe-wool-tailored-fit-suit-jacket-jksraa72-b34,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKSRAA72-B34-209703-1400px-1820px.jpg,419.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056751406,JKSVIA28,Hawes & Curtis Tailored Fit Navy Herringbone Stripe 1913 Suit Jacket,http://www.hawesandcurtis.com/navy-herringbone-stripe-tailored-italian-suit-jacket-1913-collection-jksvia28-g01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKSVIA28-G01-213964-1400px-1820px.jpg,529.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056751611,TRSVIA28,Hawes & Curtis Tailored Fit Navy Herringbone Stripe 1913 Suit Trousers,http://www.hawesandcurtis.com/navy-herringbone-stripe-tailored-italian-suit-trousers-1913-collection-trsvia28-g01,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRSVIA28-G01-213971-1400px-1820px.jpg,260.00 USD,,in stock,Formalwear,TRUE,TRUE
5063755106163,TRPLKT46,Hawes & Curtis Tailored Fit Brown Melange 1913 Linen Pleated Suit Trousers With Side Adjusters,http://www.hawesandcurtis.com/tailored-fit-brown-melange-1913-suit-trousers-with-side-adjusters-trplkt46-c62,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPLKT46-C62-213068-1400px-1820px.jpg,320.00 USD,160.00 USD,in stock,Formalwear,TRUE,TRUE
JKPLKT46-C62V,JKPLKT462P,Hawes & Curtis Tailored Fit Brown Melange 1913 Linen Suit,http://www.hawesandcurtis.com/tailored-fit-brown-melange-1913-suit-jkplkt462p-c62v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPLKT462P-C62V-216631-1400px-1820px.jpg,879.00 USD,439.00 USD,in stock,Formalwear,TRUE,TRUE
JKSVIA28-G01V,JKSVIA282P,Hawes & Curtis Tailored Fit Navy Herringbone Stripe 1913 Suit,http://www.hawesandcurtis.com/navy-herringbone-stripe-tailored-italian-suit-1913-collection-jksvia282p-g01v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKSVIA282P-G01V-213975-1400px-1820px.jpg,789.00 USD,,in stock,Formalwear,TRUE,TRUE
JKPVIA30-Z01V,JKPVIA302P,Hawes & Curtis Tailored Fit Greige 1913 Suit,http://www.hawesandcurtis.com/greige-italian-wool-tailored-fit-suit-1913-collection-jkpvia302p-z01v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPVIA302P-Z01V-216101-1400px-1820px.jpg,789.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056763133,COPVI347,Hawes & Curtis Tailored Fit Brown 1913 Blazer,http://www.hawesandcurtis.com/brown-cotton-wool-blend-blazer-1913-collection-copvi347-c01,https://handcmediastorage.blob.core.windows.net/productimages/CO/COPVI347-C01-202173-1400px-1820px.jpg,599.00 USD,239.00 USD,in stock,Formalwear,TRUE,TRUE
5063755061431,TRPRKT68,Hawes & Curtis Tailored Fit Light Grey Linen Suit Trousers,http://www.hawesandcurtis.com/tailored-fit-light-grey-suit-trousers-trprkt68-f42,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPRKT68-F42-214262-1400px-1820px.jpg,190.00 USD,,in stock,Formalwear,TRUE,TRUE
JKPVAS49-F43V,JKPVAS492P,Hawes & Curtis Slim Fit Dark Grey Suit,http://www.hawesandcurtis.com/dark-grey-italian-natural-stretch-wool-slim-fit-suit-jkpvas492p-f43v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPVAS492P-F43V-204188-1400px-1820px.jpg,789.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056575330,JKPRHS55,Hawes & Curtis Slim Fit Navy Sharkskin Suit Jacket,http://www.hawesandcurtis.com/navy-sharkskin-slim-suit-jacket-jkprhs55-g01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRHS55-G01-211176-1400px-1820px.jpg,419.00 USD,,in stock,Formalwear,TRUE,TRUE
JKPLAA012P-F30VV,JKPLAA013P,Hawes & Curtis Tailored Fit Charcoal 1913 Morning Suit,http://www.hawesandcurtis.com/mens-charcoal-italian-wool-3-piece-morning-suit-1913-collection-jkplaa013p-f30v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPLAA013P-F30V-213986-1400px-1820px.jpg,1319.00 USD,1029.00 USD,in stock,Formalwear,TRUE,TRUE
5063056937381,JKPVJT36,Hawes & Curtis Tailored Fit Navy 1913 Suit Jacket,http://www.hawesandcurtis.com/tailored-fit-navy-1913-suit-jacket-jkpvjt36-g01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPVJT36-G01-215654-1400px-1820px.jpg,609.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056574807,JKSRHS52,Hawes & Curtis Slim Fit Dark Blue Pinstripe Suit Jacket,http://www.hawesandcurtis.com/dark-blue-pinstripe-slim-suit-jacket-jksrhs52-b34,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKSRHS52-B34-209271-1400px-1820px.jpg,419.00 USD,,in stock,Formalwear,TRUE,TRUE
5063755053207,TRPRKT19,Hawes & Curtis Tailored Fit Navy Linen Suit Pants,http://www.hawesandcurtis.com/tailored-fit-navy-suit-trousers-trprkt19-g01,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPRKT19-G01-212257-1400px-1820px.jpg,190.00 USD,,in stock,Formalwear,TRUE,TRUE
JKPRKT19-G01V,JKPRKT192P,Hawes & Curtis Tailored Fit Navy Linen Suit,http://www.hawesandcurtis.com/tailored-fit-navy-suit-jkprkt192p-g01v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRKT192P-G01V-212270-1400px-1820px.jpg,569.00 USD,,in stock,Formalwear,TRUE,TRUE
5063755053696,JKPRKT48,Hawes & Curtis Tailored Fit Navy Linen Suit Jacket,http://www.hawesandcurtis.com/tailored-fit-navy-suit-jacket1-jkprkt48-g01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRKT48-G01-211835-1400px-1820px.jpg,379.00 USD,,in stock,Formalwear,TRUE,TRUE
JKPVIS21-E50V,JKPVIS212P,Hawes & Curtis Slim Fit Olive Crepe 1913 Suit,http://www.hawesandcurtis.com/olive-crepe-italian-wool-slim-fit-suit-1913-collection-jkpvis212p-e50v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPVIS212P-E50V-204364-1400px-1820px.jpg,789.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056589832,TRPRHS55,Hawes & Curtis Slim Fit Navy Sharkskin Suit Pants,http://www.hawesandcurtis.com/navy-sharkskin-slim-suit-trousers-trprhs55-g01,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPRHS55-G01-211191-1400px-1820px.jpg,220.00 USD,,in stock,Formalwear,TRUE,TRUE
5054907599162,JKPLTA23,Hawes & Curtis Tailored Fit Royal Blue Herringbone 1913 Linen Suit Jacket,http://www.hawesandcurtis.com/mens-royal-blue-herringbone-linen-tailored-fit-italian-suit-jacket-1913-collection-jkplta23-b52,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPLTA23-B52-204715-1400px-1820px.jpg,529.00 USD,139.00 USD,in stock,Formalwear,TRUE,TRUE
5063056942842,TRPVJT36,Hawes & Curtis Tailored Fit Navy 1913 Suit Trousers,http://www.hawesandcurtis.com/tailored-fit-navy-1913-suit-trousers-trpvjt36-g01,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPVJT36-G01-215661-1400px-1820px.jpg,320.00 USD,,in stock,Formalwear,TRUE,TRUE
5059090835905,TRPLAA99,Hawes & Curtis Tailored Fit Black 1913 Morning Suit Pants,http://www.hawesandcurtis.com/black-italian-wool-morning-suit-pants-1913-collection-trplaa99-a01,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPLAA99-A01-161021-1400px-1820px.jpg,390.00 USD,300.00 USD,in stock,Formalwear,TRUE,TRUE
5063056575606,TRPRHS51,Hawes & Curtis Slim Fit Navy Birdseye Suit Pants,http://www.hawesandcurtis.com/navy-birdseye-slim-suit-trousers-trprhs51-g01,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPRHS51-G01-211154-1400px-1820px.jpg,220.00 USD,,in stock,Formalwear,TRUE,TRUE
