id,item_group_id,title,link,image_link,price,sale_price,availability,isactive,isdefault
5063056481501,COPRGS54,Hawes & Curtis Slim Fit Beige Blazer,http://www.hawesandcurtis.com/beige-cotton-linen-blend-blazer-coprgs54-h20,https://handcmediastorage.blob.core.windows.net/productimages/CO/COPRGS54-H20-215451-1400px-1820px.jpg,429.00 USD,259.00 USD,in stock,TRUE,TRUE
5063755057403,TRPRKT65,Hawes & Curtis Tailored Fit Neutral Herringbone Linen Suit Pants,http://www.hawesandcurtis.com/tailored-fit-neutral-herringbone-linen-suit-pants-trprkt65-h71,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPRKT65-H71-214540-1400px-1820px.jpg,190.00 USD,,in stock,TRUE,TRUE
5063056762167,CGPLI002,Hawes & Curtis Mint Linen Shirt - Short Sleeve,http://www.hawesandcurtis.com/mint-linen-slim-shirt-short-sleeve-cgpli002-e70,https://handcmediastorage.blob.core.windows.net/productimages/CG/CGPLI002-E70-200846-1400px-1820px.jpg,119.00 USD,45.00 USD,in stock,TRUE,TRUE
JKPRKT57-C50V,JKPRKT572P,Hawes & Curtis Tailored Fit Taupe Hopsack Linen Suit,http://www.hawesandcurtis.com/tailored-fit-taupe-hopsack-suit-jkprkt572p-c50v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRKT572P-C50V-212188-1400px-1820px.jpg,569.00 USD,,in stock,TRUE,TRUE
5063755168444,JKPRLD12,Hawes & Curtis Relaxed Pink Twill Linen Blazer,http://www.hawesandcurtis.com/pink-linen-blazer-jkprld12-j01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRLD12-J01-216489-1400px-1820px.jpg,309.00 USD,229.00 USD,in stock,TRUE,TRUE
5063755162718,WEDLK002,Hawes & Curtis Blue & Orange Floral Linen Shirt,http://www.hawesandcurtis.com/slim-fit-blue-and-orange-floral-linen-shirt-wedlk002-b10,https://handcmediastorage.blob.core.windows.net/productimages/WE/WEDLK002-B10-215363-1400px-1820px.jpg,129.00 USD,59.00 USD,in stock,TRUE,TRUE
5063755163302,WEDLK003,Hawes & Curtis Green & White Floral Linen Shirt,http://www.hawesandcurtis.com/slim-fit-green-and-white-floral-linen-shirt-wedlk003-e12,https://handcmediastorage.blob.core.windows.net/productimages/WE/WEDLK003-E12-215369-1400px-1820px.jpg,129.00 USD,59.00 USD,in stock,TRUE,TRUE
5063755087097,THPHK002,Hawes & Curtis Neutral Premium Knitted Linen T-shirt,http://www.hawesandcurtis.com/neutral-knitted-linen-t-shirt-thphk002-h01,https://handcmediastorage.blob.core.windows.net/productimages/TH/THPHK002-H01-215965-1400px-1820px.jpg,119.00 USD,59.00 USD,in stock,TRUE,TRUE
5063056766028,JKPRGS35,Hawes & Curtis Slim Fit Green Linen Suit Jacket,http://www.hawesandcurtis.com/green-linen-slim-suit-jacket-jkprgs35-e01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRGS35-E01-202155-1400px-1820px.jpg,349.00 USD,249.00 USD,in stock,TRUE,TRUE
5063755060571,JKPRKT68,Hawes & Curtis Tailored Fit Light Grey Linen Suit Jacket,http://www.hawesandcurtis.com/tailored-fit-light-grey-suit-jacket-jkprkt68-f42,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRKT68-F42-216594-1400px-1820px.jpg,379.00 USD,,in stock,TRUE,TRUE
5063755057830,JKPRKT59,Hawes & Curtis Tailored Fit Brown Linen Suit Jacket,http://www.hawesandcurtis.com/tailored-fit-brown-suit-jacket-jkprkt59-c01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRKT59-C01-212709-1400px-1820px.jpg,379.00 USD,,in stock,TRUE,TRUE
5063755095269,SRPRK502,Hawes & Curtis Navy Pleated Linen Shorts,http://www.hawesandcurtis.com/navy-pleated-linen-shorts-srprk502-g01,https://handcmediastorage.blob.core.windows.net/productimages/SR/SRPRK502-G01-214554-1400px-1820px.jpg,119.00 USD,79.00 USD,in stock,TRUE,TRUE
5063755168253,JKPRLD11,Hawes & Curtis Relaxed Navy Twill Linen Blazer,http://www.hawesandcurtis.com/navy-linen-blazer-jkprld11-g01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRLD11-G01-216498-1400px-1820px.jpg,309.00 USD,229.00 USD,in stock,TRUE,TRUE
5063755163982,RLPLK001,Hawes & Curtis Relaxed Fit Pink Linen Shirt,http://www.hawesandcurtis.com/relaxed-fit-pink-linen-shirt-rlplk001-j01,https://handcmediastorage.blob.core.windows.net/productimages/RL/RLPLK001-J01-215695-1400px-1820px.jpg,69.00 USD,,in stock,TRUE,TRUE
5063056785272,WCPLIA33,Hawes & Curtis Tailored Fit Royal Blue Semi Plain 1913 Linen Suit Vest,http://www.hawesandcurtis.com/royal-blue-hopsack-linen-italian-tailored-suit-waistcoat-1913-collection-wcplia33-b52,https://handcmediastorage.blob.core.windows.net/productimages/WC/WCPLIA33-B52-201283-1400px-1820px.jpg,230.00 USD,40.00 USD,in stock,TRUE,TRUE
5063755090103,WBPDK500,Hawes & Curtis Black Linen Drawstring Pants - Machine Washable,http://www.hawesandcurtis.com/black-linen-drawstring-pants-wbpdk500-a01,https://handcmediastorage.blob.core.windows.net/productimages/WB/WBPDK500-A01-214080-1400px-1820px.jpg,139.00 USD,110.00 USD,in stock,TRUE,TRUE
JKPLKT81-H20V,JKPLKT812P,Hawes & Curtis Tailored Fit Beige 1913 Suit,http://www.hawesandcurtis.com/tailored-fit-beige-1913-suit-jkplkt812p-h20v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPLKT812P-H20V-216593-1400px-1820px.jpg,879.00 USD,609.00 USD,in stock,TRUE,TRUE
5063755090813,SRPDK500,Hawes & Curtis Black Linen Drawstring Shorts - Machine Washable,http://www.hawesandcurtis.com/black-linen-drawstring-shorts-srpdk500-a01,https://handcmediastorage.blob.core.windows.net/productimages/SR/SRPDK500-A01-215061-1400px-1820px.jpg,119.00 USD,79.00 USD,in stock,TRUE,TRUE
5063755156724,WEPLK002,Hawes & Curtis White Linen Shirt,http://www.hawesandcurtis.com/slim-fit-white-shirt-weplk002-n01,https://handcmediastorage.blob.core.windows.net/productimages/WE/WEPLK002-N01-212034-1400px-1820px.jpg,129.00 USD,,in stock,TRUE,TRUE
5063056785647,JKPLIS18,Hawes & Curtis Slim Fit Pale Grey 1913 Linen Suit Jacket,http://www.hawesandcurtis.com/pale-grey-italian-linen-cotton-slim-fit-suit-jacket-1913-collection-jkplis18-f50,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPLIS18-F50-200924-1400px-1820px.jpg,579.00 USD,99.00 USD,in stock,TRUE,TRUE
5063755155550,JKPLKT81,Hawes & Curtis Tailored Fit White 1913 Suit Jacket,http://www.hawesandcurtis.com/tailored-fit-white-1913-suit-jacket-jkplkt81-n01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPLKT81-N01-216584-1400px-1820px.jpg,559.00 USD,379.00 USD,in stock,TRUE,TRUE
5063755171376,TRPLKT81,Hawes & Curtis Tailored Fit White 1913 Suit Trousers With Side Adjusters,http://www.hawesandcurtis.com/tailored-fit-white-1913-suit-trousers-with-side-adjusters-trplkt81-n01,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPLKT81-N01-214968-1400px-1820px.jpg,320.00 USD,230.00 USD,in stock,TRUE,TRUE
